1493,3776,Nightcrawler,76,2002-11-10
1494,3719,Symphony_Of_Terror,82,2002-11-10
1495,6906,axman,85,2002-11-10
1497,167,Symphony_Of_Terror,86,2002-11-10
1502,245,Crimsonblood,70,2002-11-11
1505,220,Ayeka,90,2002-11-12
1506,2971,Ayeka,96,2002-11-12
1508,2851,dragons_secrets,93,2002-11-12
1509,2739,UltraBoris,78,2002-11-12
1510,4711,UltraBoris,58,2002-11-12
1511,4373,UltraBoris,40,2002-11-12
1512,5272,UltraBoris,66,2002-11-12
1513,4613,UltraBoris,50,2002-11-12
1514,2354,UltraBoris,80,2002-11-12
1515,2356,UltraBoris,76,2002-11-12
1516,594,Symphony_Of_Terror,85,2002-11-12
1520,1413,Crimsonblood,98,2002-11-13
1526,810,Nightcrawler,81,2002-11-13
1527,11688,jeff42,80,2002-11-14
1535,613,MacMoney,49,2002-11-14
1536,11706,Madman,76,2002-11-14
1543,9795,dragons_secrets,95,2002-11-15
1545,1690,chaossphere,88,2002-11-15
1548,4047,keeperoflamu,76,2002-11-16
1551,7072,DeadFetus,100,2002-11-16
1552,437,Crimsonblood,90,2002-11-16
1553,201,chimaera_1867,79,2002-11-17
1566,2341,MARDUK,95,2002-11-18
1570,8002,Snxke,84,2002-11-19
1573,433,Nightcrawler,86,2002-11-19
1576,1957,ThePharao,98,2002-11-20
1577,6745,ThePharao,90,2002-11-21
1578,12027,ThePharao,100,2002-11-21
1581,1253,ThePharao,90,2002-11-21
1583,12045,DeadFetus,75,2002-11-21
1589,10827,DeadFetus,71,2002-11-22
1591,2894,Rottrephile,98,2002-11-22
1594,326,Madman,70,2002-11-22
1599,12162,UltraBoris,79,2002-11-23
1600,12086,ThePharao,65,2002-11-23
1613,3019,skullkrusher,94,2002-11-24
1618,963,Thrash_Till_Death,78,2002-11-25
1626,664,emmitt246,84,2002-11-25
1627,107,Nightcrawler,79,2002-11-26
1630,259,FatalStrike,50,2002-11-27
1631,12399,HawkMoon,90,2002-11-27
1632,2990,HawkMoon,85,2002-11-27
1636,5941,keeperoflamu,98,2002-11-27
1637,2457,UltraBoris,80,2002-11-27
1638,2456,UltraBoris,64,2002-11-27
1639,2455,UltraBoris,55,2002-11-27
1640,1504,UltraBoris,90,2002-11-27
1642,1309,skullkrusher,83,2002-11-27
1643,12544,UltraBoris,68,2002-11-28
1644,12183,Damone,95,2002-11-28
1665,1303,Crimsonblood,100,2002-11-30
1675,419,UltraBoris,68,2002-11-30
1676,4095,UltraBoris,66,2002-11-30
1688,12308,Thrash_Till_Death,20,2002-12-01
1690,2925,UltraBoris,4,2002-12-01
1691,2146,Madman,87,2002-12-01
1692,940,UltraBoris,94,2002-12-01
1696,3986,Madman,81,2002-12-01
1698,807,UltraBoris,91,2002-12-01
1702,4945,UltraBoris,80,2002-12-01
1703,4946,UltraBoris,70,2002-12-01
1704,4836,UltraBoris,84,2002-12-01
1705,12501,Snxke,20,2002-12-01
1706,5417,UltraBoris,63,2002-12-01
1707,1181,Snxke,72,2002-12-01
1708,312,UltraBoris,61,2002-12-01
1709,329,UltraBoris,73,2002-12-01
1713,368,UltraBoris,81,2002-12-02
1720,12664,Snxke,67,2002-12-02
1726,12479,Damone,95,2013-04-27
1727,1519,Madman,91,2002-12-02
1728,3984,Madman,25,2002-12-02
1729,150,Thrash_Till_Death,98,2002-12-02
1732,4103,Thrash_Till_Death,92,2002-12-03
1736,344,astathica,4,2002-12-03
1745,4555,dragons_secrets,92,2002-12-04
1746,4556,dragons_secrets,87,2002-12-04
1748,12816,Damone,75,2002-12-04
1750,7576,dragons_secrets,93,2002-12-04
1752,12762,Snxke,82,2002-12-04
1753,1058,Snxke,79,2002-12-04
1755,4095,Madman,70,2002-12-04
1756,2971,Madman,99,2002-12-04
1759,2661,ROCKNEVADIES,98,2002-12-06
1760,5189,ROCKNEVADIES,98,2002-12-06
1762,842,ROCKNEVADIES,93,2002-12-06
1768,10130,NapalmForLunch,90,2002-12-07
1773,1579,UltraBoris,74,2002-12-08
1776,894,corpsegrinder,93,2002-12-08
1777,7538,Silently_Vomiting,85,2002-12-08
1780,7072,Silently_Vomiting,97,2002-12-08
1782,13168,NapalmForLunch,100,2002-12-09
1783,2127,Nightcrawler,87,2002-12-09
1784,547,KingDiamond6983,98,2002-12-09
1785,3651,Silently_Vomiting,94,2002-12-09
1788,13168,death_reveals_all,65,2002-12-09
1790,1592,Colonel_Kurtz,85,2002-12-09
1792,3996,Colonel_Kurtz,82,2002-12-09
1793,7405,vonDread,95,2002-12-10
1798,196,Throat_Slasher,95,2002-12-11
1799,4415,Nightcrawler,79,2002-12-11
1804,13312,Throat_Slasher,80,2002-12-12
1808,2966,Wez,75,2002-12-12
1809,1581,UltraBoris,62,2002-12-12
1810,1585,UltraBoris,44,2002-12-12
1811,1878,DeadFetus,80,2002-12-13
1813,657,Nightcrawler,85,2002-12-13
1814,16,Wez,95,2002-12-13
1815,3950,death_reveals_all,95,2002-12-13
1816,920,death_reveals_all,90,2002-12-13
1817,7087,Crimsonblood,70,2002-12-14
1820,1136,UltraBoris,59,2002-12-14
1821,1137,UltraBoris,77,2002-12-14
1822,1147,UltraBoris,89,2002-12-15
1823,3758,UltraBoris,83,2002-12-15
1824,529,Rainbow,100,2002-12-15
1826,7546,Ayeka,100,2002-12-15
1829,4045,UltraBoris,8,2002-12-16
1830,5266,UltraBoris,65,2002-12-16
1831,2763,UltraBoris,91,2002-12-17
1832,2766,UltraBoris,79,2002-12-17
1833,2760,UltraBoris,82,2002-12-17
1834,2762,UltraBoris,85,2002-12-17
1836,4460,Thrash_Till_Death,80,2002-12-17
1837,693,UltraBoris,61,2002-12-17
1838,681,UltraBoris,66,2002-12-17
1842,2581,Kriegsminister,70,2002-12-19
1853,12866,DeadFetus,68,2002-12-20
1856,2990,Nightcrawler,76,2002-12-20
1863,289,0mick0,87,2002-12-22
1864,10263,Sinner,60,2002-12-22
1865,1328,Sinner,45,2002-12-22
1867,1319,Sinner,85,2002-12-22
1874,914,The_Tr00_Dudeguy,88,2002-12-23
1883,1315,Sinner,70,2002-12-23
1884,681,Sinner,70,2002-12-23
1885,693,Sinner,80,2002-12-23
1886,450,Sinner,60,2002-12-23
1890,2764,Sinner,94,2002-12-23
1891,2766,Sinner,82,2002-12-23
1892,2765,Sinner,80,2002-12-23
1894,3635,Sinner,82,2002-12-23
1896,10948,Sinner,73,2002-12-23
1897,531,Sinner,87,2002-12-23
1901,1944,UltraBoris,91,2002-12-23
1902,1945,UltraBoris,81,2002-12-23
1907,487,UltraBoris,80,2002-12-24
